Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
The Desert Fox,1951,0,9,2.9,2.5,9.9,7.7,9.3,5.8,1,1,War,88
The Rose Tattoo,1956,8.4,2.7,4.7,3.1,2.6,9.2,8.7,3.8,0.3,8,Drama,109
Roxanne,1987,4.3,8.6,8.2,8.7,3.1,0.6,3.8,3.7,5.1,8.6,Comedy,105
The Roaring Twenties,1939,7,9,4.7,3.2,0.3,9.2,3.5,1,0.2,6.4,Drama,106
Runaway,1984,5.8,3.9,7.7,6,4.7,5.8,2.7,6.9,6.9,5.4,Fantasy,99
S.O.B.,1981,8.8,9.6,6.7,9.3,2.3,2.4,4.9,3.5,5.9,3.9,Comedy,121
Scrooged,1988,1.6,7.6,3.8,7.4,2.8,0.4,3.7,9.3,1,4.5,Comedy,101
Sabrina,1954,8.9,4,9.7,9.8,8.8,1.4,3.2,2.5,7.2,2.4,Comedy,113
They Were Expendable,1945,3.3,9.2,7.5,2.7,1.5,3.1,6.4,9,7.2,7.3,War,135
Innerspace,1987,6.2,8.6,6.4,8.7,1.2,1.2,2,4.8,9.8,7.6,Fantasy,118
Save the Tiger,1973,5.8,8.9,1.6,3.2,8.9,0.3,7.2,2.4,6.7,8.9,Comedy,100
Blood on the Moon,1948,3.9,8.7,5.6,1.6,9,2.1,6.7,7.3,0.7,8.7,Western,87
The Amazing Dr. Clitterhouse,1938,5.6,9.7,6,3.4,7.2,8.1,5.2,3.4,8.4,5.2,Thriller,87
Fame,1980,6.6,8.8,5.4,6.8,2.3,1.8,3.3,7.9,6.1,9.6,Comedy,134
The Philadelphia Story,1940,8,10,1.9,5.8,1.4,1.3,6.3,9.3,8,1,Comedy,112
A Summer Place,1959,5.2,3.6,1.4,0.2,4.7,2,4.8,0.9,4.1,2.8,Drama,130
City Slickers,1991,2.5,1,6.7,4.8,0.2,5.4,1.3,2.6,7.4,3.4,Comedy,108
Scaramouche,1952,2.7,0.6,8,9.5,8.1,9.4,0.1,3.5,8.7,4.4,Adventure,110
Scenes from the Class Struggle in Beverly Hills,1990,8.3,7.9,1.1,2.6,3.9,4.6,2.1,9.6,0.9,1,Comedy,99
Heathers,1988,8.2,4.7,5.4,7.4,9.4,5.7,6.4,6.8,3.9,1.6,Drama,101
Raw Deal,1948,8.4,9.2,1.3,9.3,7.9,6.1,4.6,8,7.5,3.5,Drama,78
Charade,1962,3.1,4.2,8.7,7.1,2.3,2.9,8.3,1,3.1,7,Thriller,113
The Dead Pool,1988,6.1,1.5,3.4,5.1,6.2,7.7,3.6,5.2,6.8,0.7,Crime,92
Eyewitness,1981,5.5,0.5,4.8,9.1,2.2,9.7,1.4,2.1,5.1,4.6,Thriller,99
Pacific Heights,1990,8,1.6,3.1,6.4,2.8,7.4,0,2.3,7.8,8.1,Thriller,103
Stranger on the Third Floor,1940,3.7,7.5,1,1.2,7.8,1.9,0.5,4.7,7.5,1,Thriller,64
Clash of the Titans,1981,5.4,5.5,8.4,1.1,9.4,5.4,0,5.5,7.6,6.5,Adventure,118
Scorpio,1973,6.7,6.4,0.1,4,9.1,2,2.4,1.9,2.6,7.7,Spy,115
The Shop Around the Corner,1940,8.9,5.9,1.8,8,8.7,0,8.9,9.8,6.3,8.4,Comedy,97
The Black Shield of Falworth,1954,5.9,6.9,6.2,2.4,3.5,2.3,8.6,5.6,9.4,3.5,Adventure,105
The Monster Squad,1987,9.7,4.4,3,4.4,0.4,0.5,2.5,3.5,9.6,4.2,Fantasy,84
Police Academy,1984,1.3,4.3,9.5,1,3.1,1.4,9.2,4.8,6.7,6.2,Comedy,95
Police Academy 2: Their First Assignment,1985,5.5,8.1,3.1,3.8,8.2,6.6,3.5,3.8,9.9,5.8,Comedy,87
The Frisco Kid,1979,9,0.6,5.4,1.6,6.9,4.4,2.7,2.9,1.4,9,Comedy,122
Sea of Love,1989,2.8,8.3,5.9,8.6,2.5,5.7,3.8,2.2,6.2,7.7,Thriller,110
The Tin Star,1957,6.2,8.3,1.8,9.5,1.1,6.1,4.9,7.9,2.1,3.7,Western,93
The Mark of Zorro,1940,0.8,0.1,2.2,1.7,5.7,4.3,7.3,0.6,3.2,9.5,Adventure,94
Desk Set,1957,6.2,1.7,2.6,8.7,8.1,5.6,4,1.8,5.1,4.8,Comedy,103
The Locket,1946,4.6,7.4,1.5,4.2,9.4,1,1.3,0.4,2.3,8.5,Drama,85
The Secret of My Success,1987,9.2,7.5,9.3,8.4,1.6,3.5,9.4,3.1,5.6,5.3,Comedy,110
Pollyanna,1960,2.8,4.6,6,1.2,9.1,4.4,1.6,3.7,9.8,9.6,Comedy,134
The Secret of Santa Vittoria,1969,5.4,9.1,5,7.7,1.6,1.1,9.8,4.7,1.6,9.8,Comedy,136
L.A. Takedown,1989,3,1.6,4.8,0.9,2.7,3.7,8.1,8.4,4.1,0.2,Crime,92
The Wild One,1954,0.8,1.4,0.2,3.1,9.5,7.5,7.5,9,3.7,6.6,Drama,79
The Blackboard Jungle,1955,9.6,1.4,5.4,7.8,8.9,0.6,8.3,7,8.7,0.5,Drama,101
Look Who's Talking,1989,8.1,6.4,8.1,8.1,6.9,2.2,3.4,5,1.3,9.5,Comedy,90
The Searchers,1956,5.2,9.7,4.2,4.2,3,8.1,1.5,0.3,1.4,5,Western,119
Point Blank,1967,9.8,8.7,9.1,1.3,3.5,9.8,2.6,0.9,2.5,5.8,Drama,92
No Way Out,1987,4.2,4,2.5,7.6,9.1,8.8,0.5,6.9,4.9,1.6,Thriller,113
Buried Alive,1990,7.1,4.4,3.6,1.5,5.6,3.8,2,5.6,9.7,0.5,Thriller,100
Sergeant York,1941,0.7,0.1,9.6,4.5,0.7,7.8,9.8,9.2,1.2,8.4,War,134
Serpico,1973,8.4,3.1,5.8,2.1,2.6,9.3,3.2,8.4,6.3,9.5,Crime,130
"Sex, Lies and Videotapes",1989,2.7,4.2,1.7,6.3,5.8,8,0.9,1.3,6.6,5.8,Comedy,100
Seven Days in May,1963,8.9,4.1,2.6,0.2,0.7,1.8,8.1,2.5,5,8,Thriller,118
The Family Jewels,1965,1.3,7.7,3.4,9.5,8.5,1.4,0.8,5.4,6.5,9.6,Comedy,100
Seven Chances,1925,6.2,9.8,1.5,5.4,10,4.4,6.1,5.7,4.6,8.6,Comedy,69
Seven Brides for Seven Brothers,1954,1.6,4.4,7.7,4.9,0.9,8.8,1.6,2.9,2.6,2.4,Musical,103
The Seventh Voyage of Sinbad,1958,10,3.5,2,4.4,0.6,1.6,6.7,3.1,3.9,1.3,Fantasy,89
My Darling Clementine,1946,2.3,5.1,7.4,4.6,9.8,3.6,2.3,3,4.4,0.5,Western,97
Ride the High Country,1962,4,2.1,4.1,2.1,3.3,7.5,9.4,1.5,9.5,3.8,Western,93
The Law and Jake Wade,1958,7.9,1.8,9,1.5,3.9,7.9,6.1,5.4,8.7,0.6,Western,86
The Pistolero of Red River,1967,1.7,4.9,3.8,7.3,8.2,7.7,7.3,2.5,6.9,5.5,Western,96
Shaft,1971,5.4,3.2,6.9,5.8,8.6,4.2,2.2,2,4.5,9.4,Crime,102
Shanghai Surprise,1986,2.1,7.9,2.7,1.7,0.2,7.2,0.4,7,3.8,8.1,Comedy,93
Shanghai Express,1932,5.6,6.2,2,6,3.6,8.1,1.4,1.7,8.1,1.2,Drama,84
She Devil,1989,9.2,1.3,7.8,2.9,3.5,9.5,1.8,6,8.9,4.3,Comedy,102
Shenandoah,1965,9.4,8.2,2.4,8.1,3.7,9.6,9.2,8.1,0.8,0.4,Western,105
The Sicilian,1987,10,2.3,5,2.8,5.1,7.6,8.9,7.5,6.5,8.5,Drama,117
His Girl Friday,1940,3.2,2.8,0.1,6.9,2.3,4.5,1.1,9.4,2,0.1,Comedy,92
What A Way To Go,1963,9.2,2.1,2.3,6.1,6.8,3.7,4.3,5.5,4.3,9.4,Comedy,111
Mr. and Mrs. Smith,1941,7.2,2.6,2.7,7.3,8,2.7,6.8,7.3,4.3,7.2,Comedy,95
Clue,1985,9.5,3.9,2.9,3.3,8.5,6.8,4.7,9.5,9,3,Thriller,96
The Silence of the Lambs,1991,2.2,5.1,0,9,8.9,0.2,5.8,7.9,2.4,3.2,Thriller,118
Silkwood,1983,2.1,4.9,1.7,3.2,7.3,1.2,1.9,5.9,3.1,4.6,Drama,130
Silverado,1985,6.3,3.4,10,8.2,6.1,6.9,5.2,6.2,0.4,8.2,Western,135
Sindbad the Sailor,1947,5.1,7.8,0.7,6.3,8.7,7.6,7.1,1.2,5.4,9.7,Adventure,116
The China Syndrome,1979,6.6,8.3,6.7,3.4,4,3.7,0.2,3.6,7.6,4.5,Drama,120
Torn Curtain,1966,1.9,4.1,8.9,3,3.2,3.5,3,7.2,4.6,3.7,Spy,130
Mermaids,1990,0.7,2.7,5.4,3.3,6.1,8.6,8.8,4.4,5.8,6.8,Comedy,109
Bachelor Mother,1939,0.9,3,7,5.3,5.5,2.8,1.4,1.4,2.6,6.9,Comedy,81
One from the Heart,1982,1.4,1.1,5.2,2.2,9.9,9.5,4.4,8.2,1.9,1.3,Comedy,100
Soldier Blue,1970,1.3,6,9.3,0.1,4.8,8.4,9.1,7.7,9.9,9.6,Western,114
Dead Reckoning,1947,6.1,1.5,5.1,5.1,1.7,3.2,7,1.4,1.5,2.6,Thriller,100
You Only Live Once,1937,8.4,5.5,0.3,7.5,9.6,8.1,7.7,7.2,2.6,3.5,Crime,85
Stakeout,1987,3.1,9.8,1.4,3.1,1.6,4.8,8.9,3.1,7.1,7.3,Crime,113
Lock Up,1989,7,1.4,3.8,3.1,6.2,5.9,9.4,9.9,6.8,6.7,Drama,102
The Lawless Breed,1952,5.2,7.2,2.1,2,6.1,8.5,6.8,4.9,5.6,1.6,Western,83
Under The Volcano,1984,1.6,4.4,3.2,9.7,4.1,0.1,4.7,3,6.1,3.9,Drama,108
The Hustler,1961,1.5,3.9,5.3,1.1,6.7,3.8,1.7,5.5,5.7,2.4,Drama,140
A Shot in the Dark,1964,3.7,9.5,4.3,3.5,7.7,9.4,3.3,9.3,3.1,2.5,Comedy,101
Spartacus,1960,0.2,6.6,5.1,5.1,8.4,4.2,5.7,4.9,4.1,1.3,Drama,184
Lured,1947,5.1,4.4,1.8,6.1,0.8,3.3,2.7,2,1,1.5,Thriller,102
Little Fauss and Big Halsey,1970,1.8,1.4,2.4,5.1,5.6,4.4,0.4,6.4,2.9,0.7,Drama,98
Dark Mirror,1946,5.6,6.8,6.9,3.9,3,8.1,2.2,2.8,2.7,9.4,Thriller,85
Saddle the Wind,1957,0.7,3.3,6.8,2.1,1.2,0.2,4.9,2.8,7.2,5.8,Western,82
The Naked Spur,1953,1.3,0.7,3,6.5,4,8.5,8.1,2.4,8.7,9.2,Western,91
The Band Wagon,1953,7,9.7,2.7,6.4,8,9.3,6.9,0.5,7.4,2.1,Musical,112
Man's Favorite Sport,1964,6.3,8.6,8.7,3.7,5.3,2.6,7.9,1.9,6,8.6,Comedy,120
The Misfits,1960,0.6,0.9,6.4,8.8,4.7,6,7.4,1.9,9.5,7.3,Drama,125
Jaws,1975,4,3.3,2.8,5.6,3.8,9.5,2.7,2.3,2.6,8.9,Thriller,125
St.Elmo's Fire,1985,6,0.6,6.8,9.4,1.5,1.7,6,2.6,8.7,0.5,Drama,108
Places in the Heart,1985,10,1.5,2.2,9.2,6.6,6.4,1.3,6.3,9,6.9,Drama,119
Stalag 17,1952,4.7,9.6,5.6,6,5,5.5,0.2,4.3,6,6.8,Drama,120
Stand by Me,1986,5.9,9,5.1,6.8,1.3,6.7,1,5.7,0.2,4.3,Comedy,96
Star Trek: The Motion Picture,1979,0.7,6.4,7.9,0.6,7.9,7.2,3.4,8.9,1.2,1.8,Fantasy,129
Star Trek. The Wrath of Khan,1982,9.8,9.9,2.2,2,8.8,3.2,1.7,6.8,0.7,8.7,Fantasy,113
Star Trek IV. The Voyage Home,1986,5.4,2.7,9.2,3.5,8.5,5.9,1.8,3.2,7.3,3.1,Fantasy,119
Starman,1984,9.6,9.6,5.8,4.8,6.4,9.5,9.6,8.5,3.2,6.1,Fantasy,110
State of Grace,1990,4.9,6.9,2.1,1.8,9.6,8.5,3.8,4,5,7.7,Drama,129
Flaming Star,1960,1.7,0.5,4,8.8,0.3,1.3,5.3,5.1,6.3,3.5,Western,101
Cahill U. S. Marshal,1973,4.9,7.5,7.4,1.5,0.5,4.9,8.5,0.4,8.9,1.4,Western,103
They Died with their Boots on,1941,3.4,9.7,8.5,5,2.2,0.8,4.9,5.7,6.5,2.4,Biography,130
The Glenn Miller Story,1954,3.6,5,6.9,5.1,1.6,7.8,5.5,9.8,6.4,7.2,Biography,116
The Nun's Story,1959,4.1,3.9,7.7,5.4,2.3,3.2,7.3,4.3,2,1.4,Drama,149
They Drive By Night,1940,1.4,2,6.6,7.2,5.3,2.7,6.9,4.2,2.8,5.1,Drama,95
Scarlet Street,1945,3.8,6.3,5.8,0.5,7.3,5.1,2.8,8.3,2.7,1.3,Drama,98
Streets of Fire,1984,3,6.5,6.6,0,10,9,1.7,4.4,0.5,6.2,Musical,90
High Plains Drifter,1973,9.2,5.1,0.2,5.1,2,1.4,0.5,8.9,3.9,9.6,Western,102
Chances Are,1989,0.5,4,7.9,7.6,0.1,7.2,8.6,3.4,4.8,0.6,Comedy,107
"Elvira, Mistress of the Dark",1988,1.1,8.8,6.3,0,1.6,8.5,3,0.7,2.8,9,Comedy,93
Moonstruck,1987,5.6,9.6,4,3.1,4.2,8.7,7.9,8.2,3,7.7,Comedy,102
The Witches of Eastwick,1987,3.8,9.2,3.7,4.5,0.7,9.2,2.3,6.2,6.7,3.1,Fantasy,114
Vampire's Kiss,1988,9.4,8.9,5.4,3.6,6.9,5.9,6.4,9.3,9.1,5.4,Thriller,99
Bite the Bullett,1975,4.8,5.9,9.1,3.7,9.6,0.3,3.5,4,4.7,9,Western,131
The Couch Trip,1988,1.8,8.9,4.8,8.5,0.8,7.7,4.5,3.4,7.1,7.6,Comedy,98
Down and Out in Beverly Hills,1986,1.1,2.1,5.7,6,0.1,8.1,7.6,1.1,8.6,6.7,Comedy,103
Sugarland Express,1974,1.2,2.9,6.1,9.3,7.2,6.7,0.4,8.6,2.1,9.7,Drama,110
Where the Sidewalk Ends,1950,0.8,5.8,9,9.2,0.1,5,0.3,2.2,9.6,6.9,Drama,95
On Golden Pond,1981,8.3,0.3,7.5,2.3,2.4,4.7,0.5,3.5,8,0.4,Romantic,107
Superman III,1983,2.2,1.8,4.3,9.2,0.1,1.7,8.3,2.9,8.9,3.7,Super-hero,121
Superman II,1980,0.6,7.7,1.3,1,4.7,2,3.7,7.4,4.9,8.2,Super-hero,126
Bringing Up Baby,1938,2.4,2.1,7.1,1.4,8.7,1.6,6.8,1.9,4.2,6.9,Comedy,102
Suspect,1987,6.1,7.9,1.8,7.9,7.1,5.1,6.3,2.5,6.9,7.6,Thriller,121
Tabù,1931,6.1,0.3,8.2,2,7.7,9.9,3.5,1.1,2.2,2.5,Drama,80
Talk Radio,1988,1.8,5.1,5.4,1.8,4.1,3.4,4.4,7.7,3.2,4.5,Drama,110
Distant Drums,1951,5.2,8.3,1.9,7.8,7.3,8.9,0.9,9.3,0.8,7.3,Western,101
Tango & Cash,1989,6.6,5,3.6,9.5,7.3,2.3,9.5,9.4,1.5,3.4,Action,105
Taps,1981,6,0.6,1.9,6.7,7.5,6,8.7,0.1,5.7,1.6,Drama,124
Taxi Driver,1976,5.8,5.7,9.9,8.7,2.2,1.9,1.6,5,5.6,3,Drama,110
Tea and Sympaty,1956,3.9,3.4,9.6,1.7,1.9,5.9,9.5,4.6,0.8,2,Drama,122
Telefon,1977,1.9,6.2,7.7,1.5,4,4.8,2.1,9.8,3.2,0.8,Spy,110
The Gypsy Moths,1969,3.3,0.2,1.5,0.8,1.9,4.4,9.6,2.5,2.6,8.4,Adventure,98
The Great Waldo Pepper,1974,6,3.9,4.3,1.2,4.7,6.6,2.2,0.2,6.1,4.2,Adventure,107
The Lusty Men,1952,9.4,8.4,3.3,4.4,7.7,5.8,7.3,1.9,4.3,9.8,Drama,113
Modern Times,1936,5.6,9.6,1.5,6.6,2.4,3.5,1.3,4.8,4.9,5.9,Comedy,83
Summertime,1955,4.7,7.4,8.6,1.8,7.9,4,5.7,3,0.2,0.1,Romantic,99
The Big Clock,1948,0.5,4.4,1.4,9.6,7,1.7,8.5,3.4,3,6.9,Crime,95
Beyond Therapy,1986,4.2,5.3,4.7,0.8,9.7,4.4,6.6,8.4,2.5,1.4,Comedy,93
The Terminator,1984,5.6,4.3,3,10,5.9,6.6,5.7,1.1,7.4,2.1,Fantasy,107
Terminator 2 - Judgement Day,1991,8,2.9,5.4,1.2,9.9,1.1,0.1,9.7,5.4,5.4,Fantasy,140
Far Country,1954,4.1,7.5,4.4,0.3,0.2,0.1,9.8,3.4,0.7,7.7,Western,90
"Sorry, Wrong Number",1948,1.5,9.8,2.2,9.2,3.2,4.6,1.5,6.1,8.2,9.1,Thriller,89
Invasion of the Body Snatchers,1978,4.3,8.4,0.2,2.6,2.1,2.8,6.7,5.2,6.8,7.3,Fantasy,115
Q & A,1990,2.4,7.3,6.9,7.1,2.9,1.1,2.8,6.5,0,4.9,Crime,96
The Treasure of the Sierra Madre,1948,0.8,7.6,6.2,6.7,1.5,7.4,5.5,4.4,8.3,3.2,Adventure,126
"Honey, I Shrunk the Kids",1990,7.8,8.7,6.9,2.2,1.7,9.5,2.9,1.9,1.5,6.3,Comedy,93
Witness for the Prosecution,1957,4.8,5.4,9,0.1,0.9,4.3,3,2.2,0.6,7.6,Thriller,114
The Outlaw Josey Wales,1975,1.8,8,2.4,7.6,5.9,8.6,4.1,0.8,8.1,6.3,Western,135
Texasville,1991,0.6,1,4,0.7,1,5.1,9.2,3.7,3.4,8.8,Drama,115
The Dead,1987,3.7,3.9,6.1,0.9,3.3,0.6,7.4,9.8,10,5.2,Drama,82
The Elephant Man,1980,7.9,7.9,3.8,9.5,8,0.3,6.1,7.2,4.3,5.3,Drama,125
The Last Command,1928,1,2,1,9.7,3.2,2.6,7.7,4.6,4.4,9.3,Drama,91
The Rocky Horror Picture Show,1975,0.4,8.3,3,8.4,6.8,9.2,9,6.1,6.8,3.7,Musical,98
I Love You to Death,1990,4,7.1,3.3,3.4,1.5,7.8,5.1,2.5,2.9,7.1,Comedy,96
Tin Men,1986,6.5,2.7,10,5.9,7.1,7.5,1.8,3.7,6.8,7.6,Comedy,113
Tootsie,1982,6.5,2.3,4.7,9.5,1.5,2.5,2.5,1.7,7.5,6,Comedy,116
Topaz,1969,2.5,6,1.3,3.3,9.6,5.2,4.1,3.2,1.8,1,Spy,125
Topkapi,1964,4.1,8.2,3,3.8,1.8,1.6,1.2,6.2,5.4,0.1,Comedy,110
"Lassie, Come Home!",1943,5,1.6,2.9,8.4,4.1,8.5,7,4.5,8.5,1,Adventure,88
Come September,1961,6.4,7.8,3.1,7.7,3.6,9.2,6.7,3.6,2.2,1.6,Comedy,112
The Informer,1935,9,5.6,2.7,4.7,5.9,1.6,8,5.5,5.1,6.3,Drama,91
The Man from the Alamo,1953,5.8,5.3,6,4.7,9,0.7,6.3,2.3,2.5,5,Western,97
Mutiny on the Bounty,1935,7.6,6.7,5.9,2.4,4,1.1,2.1,7.7,9.8,0.3,Drama,133
Die Hard,1988,6.3,3.4,6.3,1.7,1.2,5.8,7.1,7.7,8.3,0.9,Action,132
Three Amigos,1986,0.5,3.3,0.6,5.4,0.5,2.5,2,1.4,0,3.5,Comedy,110
The Tall T,1957,2.3,2.5,4.9,6.4,7,0.3,2.7,7.6,9.3,4.3,Western,78
Donovan's Reef,1963,7.1,4.7,2,0.6,2.6,0.7,2.1,9.5,8.7,7.4,Comedy,112
Three Women,1977,2.5,4,1.2,5.4,8.1,1.3,0.9,5.8,8.9,6.4,Drama,130
Three Days of the Condor,1975,4.5,5.8,3.8,3.2,4,0.9,7.2,7.5,3.2,1.4,Spy,120
The Three Musketeers,1948,9.4,7.2,5.3,0.8,8.8,2.5,4.3,5.8,8.6,2.1,Adventure,125
Three Men and a Baby,1987,8.1,2.2,7.9,3.8,2.6,7.7,4.9,4.3,7.3,2.5,Comedy,102
Affair in Trinidad,1952,3.4,6.3,9.7,7.6,1.6,0.6,8.5,9.3,8.1,5,Spy,109
Tucker - The Man and His Dream,1988,7.5,2.4,9.2,0.4,8.9,5.5,1.6,8.7,0,4.2,Biography,113
Blue Thunder,1982,6.7,9.6,10,8.2,7.4,1.3,9.4,2.8,1.8,9,Action,112
The Accidental Tourist,1988,0.5,9.3,6.2,5.7,7.3,4.3,2.9,4.8,8.4,1.9,Drama,122
Ask Any Girl,1959,0.2,1.7,9.2,8.3,8.6,5.2,0.8,4.1,1.1,10,Comedy,98
All the President's Men,1976,6.7,6.7,8.4,4.1,7.3,9.9,9.1,0.5,8.8,2.1,Thriller,138
All the King's Men,1949,0.8,9.6,6.6,4.1,9.5,9.6,9,4.8,0.9,0.4,Drama,109
The Sound of Music,1965,8.2,8.3,0.3,2.8,0.7,0.6,6.6,0.2,8.7,2.2,Romantic,173
Freaky Friday,1977,4.3,0.4,6.4,3.9,7.8,8,5.6,6.1,1.5,0.4,Comedy,95
Into the Night,1985,1.2,9.4,5.2,3.5,7.9,2.8,3.1,7.9,4.7,5.7,Action,115
A Night on the Town,1988,0.5,1,5.5,8.9,6.4,1.8,2.1,6.5,4.7,2.8,Adventure,104
The Birds,1963,4.5,6.3,2.2,3.5,0.7,0.8,0.7,6,1.8,5.8,Thriller,115
Tell Them Willie Boy Is Here,1969,9.9,0.7,9.6,9.9,1.1,8.1,3.5,9,9.9,5.8,Western,96
The Package,1989,9.6,2.9,9.4,6.3,3.4,6.5,0.9,3.3,0.2,8.8,Spy,108
An Officer and a Gentleman,1983,0.1,5.2,0.9,6.7,5.7,7.9,7.3,7.7,4.9,7.1,Drama,120
The Last Wagon,1956,2.7,7.8,5,8.5,2.6,7.4,2.1,4.7,5.3,4.2,Western,100
The Last Detail,1973,9.7,0.9,5.8,3.8,3,1.8,6.1,8.4,4.1,2.4,Drama,95
Silent Movie,1976,1.8,1.3,7,4.5,1.5,8.1,7.2,5.4,3.4,4.4,Comedy,86
Deadline USA,1951,9.5,0.3,5.7,5.6,3.1,1,8,7.2,7.5,5,Drama,86
Union Station,1950,9.2,8,2.2,0.1,6.6,1.6,7.5,1.5,0.5,6.4,Thriller,80
The Last Time I Saw Paris,1954,0.6,0.5,4.2,7.7,5.8,7.8,4.3,3.6,7.6,4.6,Drama,116
The Day the Earth Stood Still,1951,4.3,5.4,1.8,9.6,0.4,2.2,5.6,9.4,9,6.4,Fantasy,92
The Last Tycoon,1976,4.8,7.6,5.9,3.6,3.6,7,3.9,5.2,0.2,1,Drama,125
Apache,1954,0.8,1.5,9,2.6,4.9,7.7,0.1,7.9,4.4,7.5,Western,89
The Last Waltz,1978,8.3,7.5,7.1,5,9.6,5.8,9.1,6.9,3.3,2,Musical,117
"One, Two, Three",1961,5.5,1.4,1.4,5.9,8.6,5,2.6,2.7,1.4,5.3,Comedy,108
Wild Rovers,1971,3.7,8.7,0.2,3.3,6.6,8.3,5.5,7.3,4.9,8.2,Western,110
No Way Out,1950,3.6,2.5,9.5,7.9,0.1,6.7,2.3,7.8,3,8.8,Drama,106
The Man Who Knew Too Much,1956,8.3,9.2,9.3,4.7,1.3,0.8,3.1,3.2,4,1.9,Thriller,119
The Man Who Shot Liberty Valance,1961,4.9,0.2,5.8,10,1.1,1.5,6.6,6.1,7.2,9.9,Western,110
The Time Machine,1960,9.8,4.5,4.2,9.1,8.4,1.6,1.5,3.1,6.2,3.7,Fantasy,102
The Man Who Would Be King,1975,8.4,0.1,5.6,7.8,2,0.4,6.9,3.6,0.3,2.2,Adventure,130
Midnight Cowboy,1969,2.6,8.1,2.6,0.1,1.7,6.9,2.3,5,3.1,3.4,Drama,104
The Man with X-Ray Eyes,1963,0.2,3,5.2,3.3,8.7,3.3,4.4,5,6.5,7.1,Fantasy,79
The Man with Two Brains,1983,0.3,0.6,1.8,1.8,6.5,4.8,1.7,8.7,6.6,7.4,Comedy,93
The Man with the Golden Arm,1955,1.2,1,0.6,5.8,0.8,9.2,0.6,1.2,2.3,8.2,Drama,119
Coogan's Bluff,1968,3.2,9.2,5.2,8.5,4.2,8.5,1,9,2.6,1.1,Crime,92
The Man in the Iron Mask,1977,4.9,2.2,7.7,7.8,5.7,2.6,1.3,2.6,1.3,3.3,Adventure,100
The Southerner,1945,8.1,8.4,8.4,6.1,5.1,5.6,6.3,9.5,9.5,3.3,Drama,92
Tha Man from Laramie,1955,7,4.9,2.4,2.4,9,7.1,9.1,5.2,9.7,7.9,Western,104
An Innocent Man,1989,3.6,6.9,3.2,4.8,3.1,7.3,8.7,6.8,3,1.9,Drama,113
Invisible Man,1933,8.6,6.9,1.5,9.2,1.4,8.6,8.4,3,2.1,4.5,Fantasy,71
The Gauntlet,1977,6.4,9.8,5.4,8.4,2.5,0.9,1.6,0.4,8.1,3.6,Crime,114
Man Without a Star,1955,9.3,1.1,7.8,3.6,6.9,8.4,6.8,8.3,8,6.3,Western,89
The Quiet Man,1952,2.4,0.1,1.2,0.2,8.7,0.4,3.2,9,5.7,0.2,Comedy,129
Cry of the City,1948,0.4,6,2.4,1.3,4.5,6,7.7,7.9,5.1,0.5,Crime,95
"20, 000 Leagues Under the Sea",1954,5.4,5.6,7.5,2.3,1.2,3.2,4.3,2.9,9.5,0.9,Adventure,127
The Manchurian Candidate,1963,0.2,4,5.7,0.8,9.8,3.8,4.8,2.5,9.1,8.9,Thriller,110
Roman Holiday,1953,5,8.3,0.2,4.4,5.4,4.7,3.5,4.7,4.8,5.5,Romantic,119
The Old Man and the Sea,1958,0.2,6.8,3.2,4.8,4.7,3.4,8.5,9.5,3.7,7.8,Drama,89
Black Widow,1987,2.8,7.5,1.8,4.1,9.4,8.5,4.8,7.5,9.8,4.2,Thriller,92
The Return of a Man Called Horse,1976,3.8,4.8,0.6,2.3,0.6,0.4,3.7,2,4.7,5.7,Western,129
Revenge of the Pink Panther,1978,1.4,2.7,1.7,9.4,3.9,0.4,8.2,0.5,5.7,5.7,Comedy,104
Next of Kin,1989,3.9,3.5,7.9,9.9,7.7,6.7,4.5,6.5,9.5,8.8,Drama,108
Butterfield 8,1960,9.2,7.8,7,9.6,4.4,7.3,0.4,2.6,2.9,3,Drama,106
The Wind and the Lion,1975,8.1,0.4,6.8,8.2,2.7,1.9,9.5,3.5,6.7,9.9,Adventure,120
Reap the Wild Wind,1942,1.1,1.4,6.5,9.1,5.9,7.7,8.5,0.7,0.9,1.5,Adventure,124
Vera Cruz,1954,4,4.1,6.6,4.3,7.9,6.3,5.9,1.1,2.7,1.5,Western,94
The Moon Is Blue,1953,2.6,8.8,1.9,8.8,6.9,8.5,4.3,2.9,4.6,2.5,Comedy,99
Goin' South,1978,0.8,7.2,6,0.1,7.6,1.8,3.4,9.9,8,0.8,Western,109
Laura,1944,9.4,8.4,8.7,3.2,6.3,7.4,4.5,0.1,6.5,6,Thriller,88
The Way West,1967,8.7,4.7,0.7,4.3,0.6,1.2,3.5,0.2,2.4,9.4,Western,121
Fantastic Voyage,1966,8.1,2.1,1.8,5.9,9,6.1,1.1,2.5,9.3,3,Fantasy,100
Sunset Boulevard,1950,4.9,3.7,4.2,4.1,8,6.2,1.3,2.6,1.3,5.1,Drama,100
The Vikings,1958,2.8,2.2,8.1,4.6,4,9.9,0.2,1.1,4.7,4.7,Adventure,114
Victor Victoria,1982,5.6,9,4.4,0.8,1.6,1.4,3.8,3.2,0.1,7.6,Comedy,135
That Touch of Mink,1962,0.2,3.4,1,7,5,4.5,8.2,6.6,9.8,4.5,Comedy,99
